concept_a,concept_b,source_syllabus,Course_Code,course_name,order_delta,domain_match,label
Fourier series of even and odd functions. (No question,Function f(z) of complex variable,6.23-N-B.E.-Civil-Engineeing-Sem-III-IV.pdf,2093111,Applied Mathematics for Civil,3,1,
Fourier series of even and odd functions. (No question,Analytic function,6.23-N-B.E.-Civil-Engineeing-Sem-III-IV.pdf,2093111,Applied Mathematics for Civil,4,1,
Fourier series of even and odd functions. (No question,Cauchy-Riemann  equations  in  cartesian  coordinates,6.23-N-B.E.-Civil-Engineeing-Sem-III-IV.pdf,2093111,Applied Mathematics for Civil,5,1,
Fourier series of even and odd functions. (No question,Harmonic function,6.23-N-B.E.-Civil-Engineeing-Sem-III-IV.pdf,2093111,Applied Mathematics for Civil,6,1,
Fourier series of even and odd functions. (No question,Harmonic conjugate,6.23-N-B.E.-Civil-Engineeing-Sem-III-IV.pdf,2093111,Applied Mathematics for Civil,7,1,
Fourier series of even and odd functions. (No question,Conformal mapping,6.23-N-B.E.-Civil-Engineeing-Sem-III-IV.pdf,2093111,Applied Mathematics for Civil,8,1,
Half range Sine and Cosine Series,Parseval’s Identity,6.23-N-B.E.-Civil-Engineeing-Sem-III-IV.pdf,2093111,Applied Mathematics for Civil,1,1,
Half range Sine and Cosine Series,Function f(z) of complex variable,6.23-N-B.E.-Civil-Engineeing-Sem-III-IV.pdf,2093111,Applied Mathematics for Civil,2,1,
Half range Sine and Cosine Series,Analytic function,6.23-N-B.E.-Civil-Engineeing-Sem-III-IV.pdf,2093111,Applied Mathematics for Civil,3,1,
Half range Sine and Cosine Series,Cauchy-Riemann  equations  in  cartesian  coordinates,6.23-N-B.E.-Civil-Engineeing-Sem-III-IV.pdf,2093111,Applied Mathematics for Civil,4,1,
Half range Sine and Cosine Series,Harmonic function,6.23-N-B.E.-Civil-Engineeing-Sem-III-IV.pdf,2093111,Applied Mathematics for Civil,5,1,
Half range Sine and Cosine Series,Harmonic conjugate,6.23-N-B.E.-Civil-Engineeing-Sem-III-IV.pdf,2093111,Applied Mathematics for Civil,6,1,
Half range Sine and Cosine Series,Conformal mapping,6.23-N-B.E.-Civil-Engineeing-Sem-III-IV.pdf,2093111,Applied Mathematics for Civil,7,1,
Parseval’s Identity,Function f(z) of complex variable,6.23-N-B.E.-Civil-Engineeing-Sem-III-IV.pdf,2093111,Applied Mathematics for Civil,1,1,
Parseval’s Identity,Analytic function,6.23-N-B.E.-Civil-Engineeing-Sem-III-IV.pdf,2093111,Applied Mathematics for Civil,2,1,
Parseval’s Identity,Cauchy-Riemann  equations  in  cartesian  coordinates,6.23-N-B.E.-Civil-Engineeing-Sem-III-IV.pdf,2093111,Applied Mathematics for Civil,3,1,
Parseval’s Identity,Harmonic function,6.23-N-B.E.-Civil-Engineeing-Sem-III-IV.pdf,2093111,Applied Mathematics for Civil,4,1,
Parseval’s Identity,Harmonic conjugate,6.23-N-B.E.-Civil-Engineeing-Sem-III-IV.pdf,2093111,Applied Mathematics for Civil,5,1,
Parseval’s Identity,Conformal mapping,6.23-N-B.E.-Civil-Engineeing-Sem-III-IV.pdf,2093111,Applied Mathematics for Civil,6,1,
Function f(z) of complex variable,Analytic function,6.23-N-B.E.-Civil-Engineeing-Sem-III-IV.pdf,2093111,Applied Mathematics for Civil,1,1,
Function f(z) of complex variable,Cauchy-Riemann  equations  in  cartesian  coordinates,6.23-N-B.E.-Civil-Engineeing-Sem-III-IV.pdf,2093111,Applied Mathematics for Civil,2,1,
Function f(z) of complex variable,Harmonic function,6.23-N-B.E.-Civil-Engineeing-Sem-III-IV.pdf,2093111,Applied Mathematics for Civil,3,1,
Function f(z) of complex variable,Harmonic conjugate,6.23-N-B.E.-Civil-Engineeing-Sem-III-IV.pdf,2093111,Applied Mathematics for Civil,4,1,
Function f(z) of complex variable,Conformal mapping,6.23-N-B.E.-Civil-Engineeing-Sem-III-IV.pdf,2093111,Applied Mathematics for Civil,5,1,
Analytic function,Cauchy-Riemann  equations  in  cartesian  coordinates,6.23-N-B.E.-Civil-Engineeing-Sem-III-IV.pdf,2093111,Applied Mathematics for Civil,1,1,
Analytic function,Harmonic function,6.23-N-B.E.-Civil-Engineeing-Sem-III-IV.pdf,2093111,Applied Mathematics for Civil,2,1,
Analytic function,Harmonic conjugate,6.23-N-B.E.-Civil-Engineeing-Sem-III-IV.pdf,2093111,Applied Mathematics for Civil,3,1,
Analytic function,Conformal mapping,6.23-N-B.E.-Civil-Engineeing-Sem-III-IV.pdf,2093111,Applied Mathematics for Civil,4,1,
Cauchy-Riemann  equations  in  cartesian  coordinates,Harmonic function,6.23-N-B.E.-Civil-Engineeing-Sem-III-IV.pdf,2093111,Applied Mathematics for Civil,1,1,
Cauchy-Riemann  equations  in  cartesian  coordinates,Harmonic conjugate,6.23-N-B.E.-Civil-Engineeing-Sem-III-IV.pdf,2093111,Applied Mathematics for Civil,2,1,
Cauchy-Riemann  equations  in  cartesian  coordinates,Conformal mapping,6.23-N-B.E.-Civil-Engineeing-Sem-III-IV.pdf,2093111,Applied Mathematics for Civil,3,1,
Harmonic function,Harmonic conjugate,6.23-N-B.E.-Civil-Engineeing-Sem-III-IV.pdf,2093111,Applied Mathematics for Civil,1,1,
Harmonic function,Conformal mapping,6.23-N-B.E.-Civil-Engineeing-Sem-III-IV.pdf,2093111,Applied Mathematics for Civil,2,1,
Harmonic conjugate,Conformal mapping,6.23-N-B.E.-Civil-Engineeing-Sem-III-IV.pdf,2093111,Applied Mathematics for Civil,1,1,
Properties of Fluids,Mass density,6.23-N-B.E.-Civil-Engineeing-Sem-III-IV.pdf,2093112,Fluid Mechanics,1,1,
Properties of Fluids,Surface tension,6.23-N-B.E.-Civil-Engineeing-Sem-III-IV.pdf,2093112,Fluid Mechanics,2,1,
Properties of Fluids,Types of fluids,6.23-N-B.E.-Civil-Engineeing-Sem-III-IV.pdf,2093112,Fluid Mechanics,3,1,
Properties of Fluids,Pascal’s law,6.23-N-B.E.-Civil-Engineeing-Sem-III-IV.pdf,2093112,Fluid Mechanics,4,1,
Properties of Fluids,Measurement of pressure using U tube differential,6.23-N-B.E.-Civil-Engineeing-Sem-III-IV.pdf,2093112,Fluid Mechanics,5,1,
Properties of Fluids,Hydrostatic force on surfaces,6.23-N-B.E.-Civil-Engineeing-Sem-III-IV.pdf,2093112,Fluid Mechanics,6,1,
Properties of Fluids,Buoyancy and floatation,6.23-N-B.E.-Civil-Engineeing-Sem-III-IV.pdf,2093112,Fluid Mechanics,7,1,
Properties of Fluids,Meta-Centre,6.23-N-B.E.-Civil-Engineeing-Sem-III-IV.pdf,2093112,Fluid Mechanics,8,1,
Properties of Fluids,Experimental method to find metacentric height,6.23-N-B.E.-Civil-Engineeing-Sem-III-IV.pdf,2093112,Fluid Mechanics,9,1,
Properties of Fluids,Types of fluid flow,6.23-N-B.E.-Civil-Engineeing-Sem-III-IV.pdf,2093112,Fluid Mechanics,10,1,
Properties of Fluids,Eulerian method,6.23-N-B.E.-Civil-Engineeing-Sem-III-IV.pdf,2093112,Fluid Mechanics,11,1,
Properties of Fluids,Forces acting on fluid,6.23-N-B.E.-Civil-Engineeing-Sem-III-IV.pdf,2093112,Fluid Mechanics,12,1,
Properties of Fluids,Navier Stokes Equation,6.23-N-B.E.-Civil-Engineeing-Sem-III-IV.pdf,2093112,Fluid Mechanics,13,1,
Properties of Fluids,Integration of Euler’s equations of motion,6.23-N-B.E.-Civil-Engineeing-Sem-III-IV.pdf,2093112,Fluid Mechanics,14,1,
Mass density,Surface tension,6.23-N-B.E.-Civil-Engineeing-Sem-III-IV.pdf,2093112,Fluid Mechanics,1,1,
Mass density,Types of fluids,6.23-N-B.E.-Civil-Engineeing-Sem-III-IV.pdf,2093112,Fluid Mechanics,2,1,
Mass density,Pascal’s law,6.23-N-B.E.-Civil-Engineeing-Sem-III-IV.pdf,2093112,Fluid Mechanics,3,1,
Mass density,Measurement of pressure using U tube differential,6.23-N-B.E.-Civil-Engineeing-Sem-III-IV.pdf,2093112,Fluid Mechanics,4,1,
Mass density,Hydrostatic force on surfaces,6.23-N-B.E.-Civil-Engineeing-Sem-III-IV.pdf,2093112,Fluid Mechanics,5,1,
Mass density,Buoyancy and floatation,6.23-N-B.E.-Civil-Engineeing-Sem-III-IV.pdf,2093112,Fluid Mechanics,6,1,
Mass density,Meta-Centre,6.23-N-B.E.-Civil-Engineeing-Sem-III-IV.pdf,2093112,Fluid Mechanics,7,1,
Mass density,Experimental method to find metacentric height,6.23-N-B.E.-Civil-Engineeing-Sem-III-IV.pdf,2093112,Fluid Mechanics,8,1,
Mass density,Types of fluid flow,6.23-N-B.E.-Civil-Engineeing-Sem-III-IV.pdf,2093112,Fluid Mechanics,9,1,
Mass density,Eulerian method,6.23-N-B.E.-Civil-Engineeing-Sem-III-IV.pdf,2093112,Fluid Mechanics,10,1,
Mass density,Forces acting on fluid,6.23-N-B.E.-Civil-Engineeing-Sem-III-IV.pdf,2093112,Fluid Mechanics,11,1,
Mass density,Navier Stokes Equation,6.23-N-B.E.-Civil-Engineeing-Sem-III-IV.pdf,2093112,Fluid Mechanics,12,1,
Mass density,Integration of Euler’s equations of motion,6.23-N-B.E.-Civil-Engineeing-Sem-III-IV.pdf,2093112,Fluid Mechanics,13,1,
Mass density,Bernoulli’s Theorem and its derivation,6.23-N-B.E.-Civil-Engineeing-Sem-III-IV.pdf,2093112,Fluid Mechanics,14,1,
Surface tension,Types of fluids,6.23-N-B.E.-Civil-Engineeing-Sem-III-IV.pdf,2093112,Fluid Mechanics,1,1,
Surface tension,Pascal’s law,6.23-N-B.E.-Civil-Engineeing-Sem-III-IV.pdf,2093112,Fluid Mechanics,2,1,
Surface tension,Measurement of pressure using U tube differential,6.23-N-B.E.-Civil-Engineeing-Sem-III-IV.pdf,2093112,Fluid Mechanics,3,1,
Surface tension,Hydrostatic force on surfaces,6.23-N-B.E.-Civil-Engineeing-Sem-III-IV.pdf,2093112,Fluid Mechanics,4,1,
Surface tension,Buoyancy and floatation,6.23-N-B.E.-Civil-Engineeing-Sem-III-IV.pdf,2093112,Fluid Mechanics,5,1,
Surface tension,Meta-Centre,6.23-N-B.E.-Civil-Engineeing-Sem-III-IV.pdf,2093112,Fluid Mechanics,6,1,
Surface tension,Experimental method to find metacentric height,6.23-N-B.E.-Civil-Engineeing-Sem-III-IV.pdf,2093112,Fluid Mechanics,7,1,
Surface tension,Types of fluid flow,6.23-N-B.E.-Civil-Engineeing-Sem-III-IV.pdf,2093112,Fluid Mechanics,8,1,
Surface tension,Eulerian method,6.23-N-B.E.-Civil-Engineeing-Sem-III-IV.pdf,2093112,Fluid Mechanics,9,1,
Surface tension,Forces acting on fluid,6.23-N-B.E.-Civil-Engineeing-Sem-III-IV.pdf,2093112,Fluid Mechanics,10,1,
Surface tension,Navier Stokes Equation,6.23-N-B.E.-Civil-Engineeing-Sem-III-IV.pdf,2093112,Fluid Mechanics,11,1,
Surface tension,Integration of Euler’s equations of motion,6.23-N-B.E.-Civil-Engineeing-Sem-III-IV.pdf,2093112,Fluid Mechanics,12,1,
Surface tension,Bernoulli’s Theorem and its derivation,6.23-N-B.E.-Civil-Engineeing-Sem-III-IV.pdf,2093112,Fluid Mechanics,13,1,
Surface tension,Venturimeter and Orificemeter,6.23-N-B.E.-Civil-Engineeing-Sem-III-IV.pdf,2093112,Fluid Mechanics,14,1,
Types of fluids,Pascal’s law,6.23-N-B.E.-Civil-Engineeing-Sem-III-IV.pdf,2093112,Fluid Mechanics,1,1,
Types of fluids,Measurement of pressure using U tube differential,6.23-N-B.E.-Civil-Engineeing-Sem-III-IV.pdf,2093112,Fluid Mechanics,2,1,
Types of fluids,Hydrostatic force on surfaces,6.23-N-B.E.-Civil-Engineeing-Sem-III-IV.pdf,2093112,Fluid Mechanics,3,1,
Types of fluids,Buoyancy and floatation,6.23-N-B.E.-Civil-Engineeing-Sem-III-IV.pdf,2093112,Fluid Mechanics,4,1,
Types of fluids,Meta-Centre,6.23-N-B.E.-Civil-Engineeing-Sem-III-IV.pdf,2093112,Fluid Mechanics,5,1,
Types of fluids,Experimental method to find metacentric height,6.23-N-B.E.-Civil-Engineeing-Sem-III-IV.pdf,2093112,Fluid Mechanics,6,1,
Types of fluids,Types of fluid flow,6.23-N-B.E.-Civil-Engineeing-Sem-III-IV.pdf,2093112,Fluid Mechanics,7,1,
Types of fluids,Eulerian method,6.23-N-B.E.-Civil-Engineeing-Sem-III-IV.pdf,2093112,Fluid Mechanics,8,1,
Types of fluids,Forces acting on fluid,6.23-N-B.E.-Civil-Engineeing-Sem-III-IV.pdf,2093112,Fluid Mechanics,9,1,
Types of fluids,Navier Stokes Equation,6.23-N-B.E.-Civil-Engineeing-Sem-III-IV.pdf,2093112,Fluid Mechanics,10,1,
Types of fluids,Integration of Euler’s equations of motion,6.23-N-B.E.-Civil-Engineeing-Sem-III-IV.pdf,2093112,Fluid Mechanics,11,1,
Types of fluids,Bernoulli’s Theorem and its derivation,6.23-N-B.E.-Civil-Engineeing-Sem-III-IV.pdf,2093112,Fluid Mechanics,12,1,
Types of fluids,Venturimeter and Orificemeter,6.23-N-B.E.-Civil-Engineeing-Sem-III-IV.pdf,2093112,Fluid Mechanics,13,1,
Pascal’s law,Measurement of pressure using U tube differential,6.23-N-B.E.-Civil-Engineeing-Sem-III-IV.pdf,2093112,Fluid Mechanics,1,1,
Pascal’s law,Hydrostatic force on surfaces,6.23-N-B.E.-Civil-Engineeing-Sem-III-IV.pdf,2093112,Fluid Mechanics,2,1,
Pascal’s law,Buoyancy and floatation,6.23-N-B.E.-Civil-Engineeing-Sem-III-IV.pdf,2093112,Fluid Mechanics,3,1,
Pascal’s law,Meta-Centre,6.23-N-B.E.-Civil-Engineeing-Sem-III-IV.pdf,2093112,Fluid Mechanics,4,1,
Pascal’s law,Experimental method to find metacentric height,6.23-N-B.E.-Civil-Engineeing-Sem-III-IV.pdf,2093112,Fluid Mechanics,5,1,
Pascal’s law,Types of fluid flow,6.23-N-B.E.-Civil-Engineeing-Sem-III-IV.pdf,2093112,Fluid Mechanics,6,1,
Pascal’s law,Eulerian method,6.23-N-B.E.-Civil-Engineeing-Sem-III-IV.pdf,2093112,Fluid Mechanics,7,1,
Pascal’s law,Forces acting on fluid,6.23-N-B.E.-Civil-Engineeing-Sem-III-IV.pdf,2093112,Fluid Mechanics,8,1,
Pascal’s law,Navier Stokes Equation,6.23-N-B.E.-Civil-Engineeing-Sem-III-IV.pdf,2093112,Fluid Mechanics,9,1,
Pascal’s law,Integration of Euler’s equations of motion,6.23-N-B.E.-Civil-Engineeing-Sem-III-IV.pdf,2093112,Fluid Mechanics,10,1,
Pascal’s law,Bernoulli’s Theorem and its derivation,6.23-N-B.E.-Civil-Engineeing-Sem-III-IV.pdf,2093112,Fluid Mechanics,11,1,
Pascal’s law,Venturimeter and Orificemeter,6.23-N-B.E.-Civil-Engineeing-Sem-III-IV.pdf,2093112,Fluid Mechanics,12,1,
Measurement of pressure using U tube differential,Hydrostatic force on surfaces,6.23-N-B.E.-Civil-Engineeing-Sem-III-IV.pdf,2093112,Fluid Mechanics,1,1,
Measurement of pressure using U tube differential,Buoyancy and floatation,6.23-N-B.E.-Civil-Engineeing-Sem-III-IV.pdf,2093112,Fluid Mechanics,2,1,
Measurement of pressure using U tube differential,Meta-Centre,6.23-N-B.E.-Civil-Engineeing-Sem-III-IV.pdf,2093112,Fluid Mechanics,3,1,
Measurement of pressure using U tube differential,Experimental method to find metacentric height,6.23-N-B.E.-Civil-Engineeing-Sem-III-IV.pdf,2093112,Fluid Mechanics,4,1,
Measurement of pressure using U tube differential,Types of fluid flow,6.23-N-B.E.-Civil-Engineeing-Sem-III-IV.pdf,2093112,Fluid Mechanics,5,1,
Measurement of pressure using U tube differential,Eulerian method,6.23-N-B.E.-Civil-Engineeing-Sem-III-IV.pdf,2093112,Fluid Mechanics,6,1,
Measurement of pressure using U tube differential,Forces acting on fluid,6.23-N-B.E.-Civil-Engineeing-Sem-III-IV.pdf,2093112,Fluid Mechanics,7,1,
Measurement of pressure using U tube differential,Navier Stokes Equation,6.23-N-B.E.-Civil-Engineeing-Sem-III-IV.pdf,2093112,Fluid Mechanics,8,1,
Measurement of pressure using U tube differential,Integration of Euler’s equations of motion,6.23-N-B.E.-Civil-Engineeing-Sem-III-IV.pdf,2093112,Fluid Mechanics,9,1,
Measurement of pressure using U tube differential,Bernoulli’s Theorem and its derivation,6.23-N-B.E.-Civil-Engineeing-Sem-III-IV.pdf,2093112,Fluid Mechanics,10,1,
Measurement of pressure using U tube differential,Venturimeter and Orificemeter,6.23-N-B.E.-Civil-Engineeing-Sem-III-IV.pdf,2093112,Fluid Mechanics,11,1,
Hydrostatic force on surfaces,Buoyancy and floatation,6.23-N-B.E.-Civil-Engineeing-Sem-III-IV.pdf,2093112,Fluid Mechanics,1,1,
Hydrostatic force on surfaces,Meta-Centre,6.23-N-B.E.-Civil-Engineeing-Sem-III-IV.pdf,2093112,Fluid Mechanics,2,1,
Hydrostatic force on surfaces,Experimental method to find metacentric height,6.23-N-B.E.-Civil-Engineeing-Sem-III-IV.pdf,2093112,Fluid Mechanics,3,1,
Hydrostatic force on surfaces,Types of fluid flow,6.23-N-B.E.-Civil-Engineeing-Sem-III-IV.pdf,2093112,Fluid Mechanics,4,1,
Hydrostatic force on surfaces,Eulerian method,6.23-N-B.E.-Civil-Engineeing-Sem-III-IV.pdf,2093112,Fluid Mechanics,5,1,
Hydrostatic force on surfaces,Forces acting on fluid,6.23-N-B.E.-Civil-Engineeing-Sem-III-IV.pdf,2093112,Fluid Mechanics,6,1,
Hydrostatic force on surfaces,Navier Stokes Equation,6.23-N-B.E.-Civil-Engineeing-Sem-III-IV.pdf,2093112,Fluid Mechanics,7,1,
Hydrostatic force on surfaces,Integration of Euler’s equations of motion,6.23-N-B.E.-Civil-Engineeing-Sem-III-IV.pdf,2093112,Fluid Mechanics,8,1,
Hydrostatic force on surfaces,Bernoulli’s Theorem and its derivation,6.23-N-B.E.-Civil-Engineeing-Sem-III-IV.pdf,2093112,Fluid Mechanics,9,1,
Hydrostatic force on surfaces,Venturimeter and Orificemeter,6.23-N-B.E.-Civil-Engineeing-Sem-III-IV.pdf,2093112,Fluid Mechanics,10,1,
Buoyancy and floatation,Meta-Centre,6.23-N-B.E.-Civil-Engineeing-Sem-III-IV.pdf,2093112,Fluid Mechanics,1,1,
Buoyancy and floatation,Experimental method to find metacentric height,6.23-N-B.E.-Civil-Engineeing-Sem-III-IV.pdf,2093112,Fluid Mechanics,2,1,
Buoyancy and floatation,Types of fluid flow,6.23-N-B.E.-Civil-Engineeing-Sem-III-IV.pdf,2093112,Fluid Mechanics,3,1,
Buoyancy and floatation,Eulerian method,6.23-N-B.E.-Civil-Engineeing-Sem-III-IV.pdf,2093112,Fluid Mechanics,4,1,
Buoyancy and floatation,Forces acting on fluid,6.23-N-B.E.-Civil-Engineeing-Sem-III-IV.pdf,2093112,Fluid Mechanics,5,1,
Buoyancy and floatation,Navier Stokes Equation,6.23-N-B.E.-Civil-Engineeing-Sem-III-IV.pdf,2093112,Fluid Mechanics,6,1,
Buoyancy and floatation,Integration of Euler’s equations of motion,6.23-N-B.E.-Civil-Engineeing-Sem-III-IV.pdf,2093112,Fluid Mechanics,7,1,
Buoyancy and floatation,Bernoulli’s Theorem and its derivation,6.23-N-B.E.-Civil-Engineeing-Sem-III-IV.pdf,2093112,Fluid Mechanics,8,1,
Buoyancy and floatation,Venturimeter and Orificemeter,6.23-N-B.E.-Civil-Engineeing-Sem-III-IV.pdf,2093112,Fluid Mechanics,9,1,
Meta-Centre,Experimental method to find metacentric height,6.23-N-B.E.-Civil-Engineeing-Sem-III-IV.pdf,2093112,Fluid Mechanics,1,1,
Meta-Centre,Types of fluid flow,6.23-N-B.E.-Civil-Engineeing-Sem-III-IV.pdf,2093112,Fluid Mechanics,2,1,
Meta-Centre,Eulerian method,6.23-N-B.E.-Civil-Engineeing-Sem-III-IV.pdf,2093112,Fluid Mechanics,3,1,
Meta-Centre,Forces acting on fluid,6.23-N-B.E.-Civil-Engineeing-Sem-III-IV.pdf,2093112,Fluid Mechanics,4,1,
Meta-Centre,Navier Stokes Equation,6.23-N-B.E.-Civil-Engineeing-Sem-III-IV.pdf,2093112,Fluid Mechanics,5,1,
Meta-Centre,Integration of Euler’s equations of motion,6.23-N-B.E.-Civil-Engineeing-Sem-III-IV.pdf,2093112,Fluid Mechanics,6,1,
Meta-Centre,Bernoulli’s Theorem and its derivation,6.23-N-B.E.-Civil-Engineeing-Sem-III-IV.pdf,2093112,Fluid Mechanics,7,1,
Meta-Centre,Venturimeter and Orificemeter,6.23-N-B.E.-Civil-Engineeing-Sem-III-IV.pdf,2093112,Fluid Mechanics,8,1,
Experimental method to find metacentric height,Types of fluid flow,6.23-N-B.E.-Civil-Engineeing-Sem-III-IV.pdf,2093112,Fluid Mechanics,1,1,
Experimental method to find metacentric height,Eulerian method,6.23-N-B.E.-Civil-Engineeing-Sem-III-IV.pdf,2093112,Fluid Mechanics,2,1,
Experimental method to find metacentric height,Forces acting on fluid,6.23-N-B.E.-Civil-Engineeing-Sem-III-IV.pdf,2093112,Fluid Mechanics,3,1,
Experimental method to find metacentric height,Navier Stokes Equation,6.23-N-B.E.-Civil-Engineeing-Sem-III-IV.pdf,2093112,Fluid Mechanics,4,1,
Experimental method to find metacentric height,Integration of Euler’s equations of motion,6.23-N-B.E.-Civil-Engineeing-Sem-III-IV.pdf,2093112,Fluid Mechanics,5,1,
Experimental method to find metacentric height,Bernoulli’s Theorem and its derivation,6.23-N-B.E.-Civil-Engineeing-Sem-III-IV.pdf,2093112,Fluid Mechanics,6,1,
Experimental method to find metacentric height,Venturimeter and Orificemeter,6.23-N-B.E.-Civil-Engineeing-Sem-III-IV.pdf,2093112,Fluid Mechanics,7,1,
Types of fluid flow,Eulerian method,6.23-N-B.E.-Civil-Engineeing-Sem-III-IV.pdf,2093112,Fluid Mechanics,1,1,
